"参数 identity 不能为空","参数 identity 不能为空"
操作成功！,操作成功！
请至少选择一个缓存项,请至少选择一个缓存项
批量缓存状态已更新,批量缓存状态已更新
"缓存池 %{1} 已清理","缓存池 %{1} 已清理"
"WLS 共享命名空间已同步清理","WLS 共享命名空间已同步清理"
已强制清理所有缓存池（包括持久缓存）,已强制清理所有缓存池（包括持久缓存）
已清理所有非持久缓存池,已清理所有非持久缓存池
"并额外清理 %{1} 个 WLS 共享缓存命名空间","并额外清理 %{1} 个 WLS 共享缓存命名空间"
定时任务执行完成！已清理过期缓存文件。,定时任务执行完成！已清理过期缓存文件。
"定时任务执行失败: %{1}。请检查 Cron 配置和日志。","定时任务执行失败: %{1}。请检查 Cron 配置和日志。"
缓存策略已保存，非持久缓存已清理,缓存策略已保存，非持久缓存已清理
缓存清理任务,缓存清理任务
自动清理过期的缓存文件，防止缓存目录过大,自动清理过期的缓存文件，防止缓存目录过大
缓存清理完成,缓存清理完成
"缓存清理任务执行失败: %{1}","缓存清理任务执行失败: %{1}"
"缓存清理失败: %{1}","缓存清理失败: %{1}"
"缓存池 %{1} 不存在","缓存池 %{1} 不存在"
"env 配置写入失败，请检查 app/etc/env.php 权限","env 配置写入失败，请检查 app/etc/env.php 权限"
"缓存池 %{1} 为持久缓存，需要强制清理（force=1）","缓存池 %{1} 为持久缓存，需要强制清理（force=1）"
应用,应用
系统,系统
"WLS 常驻内存","WLS 常驻内存"
"FPM 请求隔离","FPM 请求隔离"
CLI,CLI
"缓存清理会同时处理缓存池、WLS 共享内存命名空间和 Worker 运行时同步。","缓存清理会同时处理缓存池、WLS 共享内存命名空间和 Worker 运行时同步。"
缓存清理会直接作用于当前缓存后端，下一次请求将重新装载缓存内容。,缓存清理会直接作用于当前缓存后端，下一次请求将重新装载缓存内容。
未知适配器,未知适配器
"WLS 共享内存","WLS 共享内存"
文件缓存,文件缓存
Redis,Redis
Memcached,Memcached
APCu,APCu
"cache.runtime_policy 配置写入失败，请检查 app/etc/env.php 权限","cache.runtime_policy 配置写入失败，请检查 app/etc/env.php 权限"
默认值：%{1},默认值：%{1}
缓存策略,缓存策略
缓存管理,缓存管理
运行时缓存策略,运行时缓存策略
"这里管理 WLS/FPM 下热路径缓存 TTL 与共享 Memory 访问超时。它属于缓存策略，不属于服务器参数；保存后会清理非持久缓存，让新策略尽快生效。","这里管理 WLS/FPM 下热路径缓存 TTL 与共享 Memory 访问超时。它属于缓存策略，不属于服务器参数；保存后会清理非持久缓存，让新策略尽快生效。"
页面片段缓存,页面片段缓存
控制首页、分类页、商品页主内容旁路缓存时间。,控制首页、分类页、商品页主内容旁路缓存时间。
搜索与筛选缓存,搜索与筛选缓存
控制目录浏览和筛选聚合结果的旁路缓存。,控制目录浏览和筛选聚合结果的旁路缓存。
主题渲染缓存,主题渲染缓存
"控制 header/footer/head、插槽布局和可缓存组件输出。","控制 header/footer/head、插槽布局和可缓存组件输出。"
开发工具缓存,开发工具缓存
"控制 Dev Panel 旁路数据保留时间。","控制 Dev Panel 旁路数据保留时间。"
站点数据缓存,站点数据缓存
控制店铺、货币、语言和分类树等全站通用数据的内存缓存时间。,控制店铺、货币、语言和分类树等全站通用数据的内存缓存时间。
"共享 Memory 超时","共享 Memory 超时"
"控制热路径直连 Memory Service 的等待上限。数值过大可能拖慢业务响应，数值过小会更容易回退到本地或文件缓存。","控制热路径直连 Memory Service 的等待上限。数值过大可能拖慢业务响应，数值过小会更容易回退到本地或文件缓存。"
保存策略并清理缓存,保存策略并清理缓存
正在保存...,正在保存...
保存失败,保存失败
保存成功,保存成功
